total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
226,399,51,403,287,10,119,90,62,341,3
453,45,84,486,415,118,139,94,63,407,2
331,284,16,203,158,196,17,24,41,219,5
303,12,54,423,222,403,118,23,65,467,3
98,147,52,100,280,313,231,50,95,18,4
5,375,67,203,184,232,104,83,40,355,0
352,52,9,210,16,344,26,48,15,472,1
475,259,42,455,109,436,467,64,49,193,4
151,408,85,55,18,382,394,80,75,117,4
389,48,36,384,199,176,314,79,23,63,0
218,353,71,172,75,281,217,10,21,185,1
224,132,96,237,426,227,304,4,80,144,5
288,260,81,421,134,215,473,43,44,272,4
53,499,27,103,402,336,109,10,90,28,3
257,41,36,262,340,442,42,25,77,466,1
159,60,23,429,196,193,8,24,38,470,2
172,354,9,133,300,468,448,31,34,44,3
56,349,40,348,467,388,176,36,0,200,3
385,415,0,499,94,147,77,86,78,204,0
109,2,68,467,398,177,53,95,47,205,5
362,290,35,232,328,318,294,79,28,76,2
255,4,12,182,206,276,339,2,93,291,3
464,97,37,464,181,5,94,1,37,120,0
335,222,24,447,195,294,409,12,68,229,0
108,16,41,148,306,404,109,56,8,307,5
475,308,80,57,94,267,293,92,87,105,3
216,226,9,499,215,63,390,92,52,467,4
2,495,78,488,179,82,335,42,47,445,1
269,250,62,409,107,409,271,34,7,90,5
96,112,61,263,163,315,94,94,12,120,5
344,219,15,480,27,126,219,95,68,465,5
168,372,43,29,399,437,411,46,95,165,0
168,313,26,212,144,353,191,58,55,216,4
149,98,92,47,426,205,15,16,64,438,2
179,306,28,6,179,37,344,1,47,36,2
321,382,72,0,371,461,312,40,51,238,3
51,125,24,450,149,269,382,23,45,447,4
322,240,83,60,431,440,316,12,11,178,1
9,180,13,128,471,63,92,45,26,158,1
436,171,31,484,56,446,423,33,41,87,0
265,339,72,148,482,210,400,15,80,374,1
244,430,59,176,227,76,344,74,66,7,0
250,479,71,445,472,84,284,59,18,320,3
168,3,51,280,475,248,253,26,1,121,2
456,80,39,221,105,118,33,81,52,438,0
280,354,96,270,114,450,246,44,31,111,0
395,343,4,124,405,14,289,17,46,28,0
263,162,25,131,320,288,237,95,59,114,3
72,270,63,491,438,261,76,80,72,148,0
311,72,16,461,149,40,143,29,81,407,1
252,461,6,327,60,108,377,37,8,35,3
239,210,14,50,149,200,490,86,74,433,4
488,346,74,278,177,57,439,13,48,483,3
140,171,57,152,454,111,268,63,87,483,0
215,401,20,256,196,251,460,17,87,312,1
497,303,69,17,370,317,333,78,66,128,4
213,380,33,82,328,283,346,71,35,61,5
159,146,51,320,255,473,486,58,71,317,5
317,99,75,123,392,193,293,11,65,152,3
461,274,31,29,174,355,464,57,64,152,4
477,281,21,448,499,69,57,60,15,3,4
157,270,14,213,264,143,491,84,56,446,0
224,390,78,291,24,473,227,1,78,409,4
415,166,12,215,144,7,409,29,51,102,0
143,146,99,287,147,389,103,86,96,307,2
109,257,94,283,192,479,232,92,72,145,3
200,332,35,50,220,464,128,30,70,85,5
439,4,15,377,202,479,66,14,23,441,5
286,15,49,285,492,231,238,59,40,10,5
348,86,19,185,177,283,460,92,53,250,4
191,299,61,394,489,270,262,62,62,103,3
215,447,84,297,403,103,82,14,80,438,5
270,412,88,6,463,423,236,44,5,70,4
437,469,81,476,335,446,345,31,50,98,4
343,442,54,258,93,56,19,90,85,174,5
368,428,74,434,155,319,157,19,11,156,4
225,381,0,57,204,236,25,30,68,335,0
29,427,51,58,68,286,33,45,9,375,2
182,247,68,23,487,97,260,7,17,221,2
369,323,44,289,25,349,350,75,14,34,0
133,361,55,314,483,242,257,98,81,490,1
158,98,80,372,44,130,274,31,63,470,2
270,48,1,446,386,268,263,91,23,340,5
184,342,32,128,440,354,55,98,47,479,4
476,166,59,315,7,355,1,58,19,395,3
82,30,38,296,495,461,166,0,63,366,1
373,80,98,194,315,254,261,41,18,184,3
377,408,56,431,18,440,116,5,43,219,5
252,137,75,160,449,468,28,99,49,479,2
186,342,74,451,499,7,411,98,55,297,4
219,193,77,427,32,467,348,34,98,36,5
202,353,0,417,199,164,166,79,34,177,3
347,443,36,141,126,468,307,74,30,381,3
218,444,22,344,318,253,216,60,64,200,5
170,275,8,168,301,445,43,61,81,317,2
446,24,76,183,383,205,199,60,99,351,3
259,489,14,442,177,334,313,90,80,457,2
2,487,28,96,45,77,151,39,56,129,4
237,97,34,385,74,488,379,57,30,488,1
3,333,46,53,130,20,145,29,56,206,1
460,388,40,11,473,245,453,89,64,400,2
423,351,40,389,402,370,303,22,53,336,5
187,14,62,223,204,193,177,32,96,245,3
2,167,63,152,115,3,217,81,1,430,0
41,145,73,398,300,422,98,68,5,449,2
483,2,59,419,444,242,186,93,11,226,5
25,444,57,443,168,128,165,3,80,114,1
86,412,71,360,199,394,325,63,34,273,1
56,347,11,283,376,369,45,85,9,266,0
57,400,85,282,4,144,245,43,54,48,1
17,124,58,147,368,119,159,93,26,498,0
278,202,22,14,274,33,138,1,93,375,3
485,341,36,237,96,139,364,78,37,287,4
326,378,27,233,401,174,457,98,35,437,5
268,274,91,327,53,7,203,96,36,40,5
477,408,67,96,138,329,433,96,87,212,3
48,410,11,393,249,192,258,28,56,360,4
88,230,95,23,102,50,485,65,51,134,4
230,109,31,470,452,365,14,50,98,43,5
298,409,36,315,19,396,80,17,21,279,3
26,115,91,59,428,118,348,26,19,0,4
39,418,39,483,463,269,10,78,73,10,5
442,29,42,189,311,495,268,78,16,465,1
317,483,63,56,132,282,295,44,64,412,5
66,283,27,228,481,350,409,75,90,217,3
93,89,19,352,458,288,309,4,49,303,1
417,86,78,105,383,246,280,58,39,421,2
36,453,47,209,127,257,363,84,52,42,4
337,47,68,230,49,482,262,7,15,57,5
205,133,2,389,349,277,33,63,24,379,0
141,340,80,26,256,373,498,72,45,243,0
275,481,12,334,269,300,396,27,68,257,4
223,233,10,93,84,185,430,82,78,215,1
100,218,88,320,67,249,0,82,46,244,3
249,104,29,293,132,374,456,73,30,132,0
390,492,83,244,30,1,109,60,49,56,1
378,172,93,74,31,398,83,97,73,133,2
242,365,10,322,408,439,444,35,90,99,5
286,455,83,303,470,378,391,38,46,239,2
456,260,52,28,209,260,473,52,67,61,3
415,127,93,15,221,412,129,35,15,269,0
349,322,59,72,353,18,149,59,18,139,5
370,144,23,14,209,327,386,34,19,408,4
101,22,13,357,258,378,35,69,64,413,0
321,42,20,227,7,308,166,97,24,75,3
36,414,48,160,143,448,8,94,48,424,2
150,96,38,261,272,488,445,35,9,209,4
435,284,60,387,163,30,441,14,32,27,2
202,288,84,490,436,190,288,79,84,333,0
200,264,75,298,35,419,311,29,56,12,0
146,130,71,305,176,133,38,26,36,392,5
39,159,45,304,188,447,454,94,34,210,4
94,356,86,34,112,59,215,61,69,183,2
489,243,81,184,323,170,104,90,63,27,5
201,234,24,485,436,377,417,64,90,357,2
242,312,25,42,356,149,164,97,35,238,1
342,126,3,279,223,28,246,83,77,105,2
408,498,64,429,360,364,237,82,95,396,0
162,494,59,2,115,363,319,62,87,203,4
173,267,25,57,409,465,287,87,73,115,2
120,398,58,397,209,151,302,24,16,171,5
50,128,99,288,62,492,493,87,2,79,4
169,142,24,48,309,96,31,88,11,337,5
475,55,34,320,10,263,65,71,34,107,5
451,440,29,358,66,159,352,21,97,30,0
316,346,6,150,77,108,469,86,3,492,0
298,76,99,194,407,9,389,71,22,219,5
26,61,2,262,23,262,151,2,19,378,2
171,173,17,232,477,489,129,19,32,371,3
381,370,70,8,270,314,453,65,76,373,0
444,236,60,474,472,15,419,58,65,246,1
108,24,62,10,2,420,311,55,57,83,5
31,17,48,218,68,55,473,84,0,128,2
201,116,0,176,428,339,31,12,86,412,1
300,149,5,378,238,80,395,30,77,282,0
110,317,10,312,63,160,35,18,56,35,4
476,355,96,259,120,447,121,46,5,377,2
94,103,76,95,90,464,169,56,42,374,1
92,166,68,258,250,396,226,88,15,200,4
29,186,4,120,23,379,238,45,92,436,1
160,290,49,494,65,129,93,94,90,190,4
380,217,81,253,301,83,322,15,69,228,5
164,314,46,486,366,233,87,46,55,191,1
17,210,22,348,329,87,127,45,28,485,3
312,267,20,429,79,333,495,15,62,102,3
141,440,39,265,174,66,224,10,41,95,1
309,268,2,289,381,217,400,95,12,458,1
338,361,41,381,371,437,204,82,43,444,1
442,449,97,353,257,497,219,75,10,69,1
360,434,86,120,156,182,259,86,16,118,5
121,77,64,362,12,115,52,62,43,316,1
348,128,27,73,11,406,311,82,63,210,2
22,428,91,129,166,415,157,69,22,344,2
63,185,95,369,186,114,174,74,14,242,3
226,383,55,159,118,43,443,68,49,208,0
65,455,16,8,24,422,401,54,38,153,0
71,440,66,104,462,9,165,10,67,484,1
308,188,6,243,334,57,170,47,69,60,4
271,248,74,498,114,357,240,2,72,21,3
229,343,92,247,311,391,79,43,40,424,0
156,413,67,454,96,199,396,23,29,302,0
112,432,79,161,486,316,476,57,7,405,0
189,219,99,344,60,401,244,69,62,452,2
482,21,48,230,354,240,400,5,39,229,4
442,137,25,169,425,253,209,17,72,334,3
253,264,59,448,40,305,387,44,57,409,0
92,89,60,162,373,369,453,34,4,310,5
221,170,92,410,354,386,131,28,3,252,4
452,285,72,190,451,340,29,87,99,288,0
258,323,10,398,414,189,436,6,99,190,5
441,136,32,181,288,108,288,24,44,278,2
339,73,0,159,358,166,392,89,27,325,2
434,426,2,101,180,375,152,18,95,327,3
235,16,48,393,60,79,364,20,65,315,2
427,474,49,25,141,117,440,13,42,352,2
106,133,99,96,403,84,138,26,53,169,1
307,223,3,362,9,297,234,87,96,86,0
125,376,89,218,270,150,414,41,53,114,5
376,407,36,499,99,118,145,25,47,142,3
58,75,95,463,410,442,439,82,68,81,0
125,477,83,261,94,165,32,30,99,457,3
211,56,7,491,419,437,432,69,67,127,5
83,183,91,148,478,306,77,95,9,423,5
276,384,90,90,234,393,300,64,51,222,1
84,241,84,460,178,303,478,24,66,310,3
115,259,45,6,28,120,145,68,37,69,3
440,79,55,196,101,327,178,40,49,157,5
184,43,9,223,79,275,428,68,3,188,5
234,3,27,31,304,151,376,29,92,380,3
278,326,13,492,481,354,225,4,2,287,0
436,12,16,222,258,271,350,1,77,37,4
76,413,81,249,64,480,138,46,45,445,3
222,170,62,260,349,308,318,40,10,394,5
96,402,66,272,246,49,330,57,95,187,3
420,331,41,60,366,353,67,30,85,160,2
189,163,72,19,464,313,382,55,76,455,1
91,363,77,212,290,328,422,7,73,387,1
424,195,37,115,408,25,83,64,86,12,4
218,214,33,436,8,364,344,50,44,190,3
319,453,44,366,57,446,136,9,64,444,0
293,130,45,14,90,190,21,92,21,256,4
285,234,87,89,42,193,296,32,10,1,5
427,262,16,383,306,325,232,41,47,12,4
410,196,23,463,239,84,268,27,98,13,2
378,115,85,259,486,413,383,41,41,212,1
54,100,98,392,213,409,62,32,36,466,0
106,203,4,124,75,197,452,6,79,303,1
77,202,30,204,38,446,447,95,23,396,4
94,233,32,234,3,347,232,61,38,251,5
481,163,24,84,301,394,265,96,95,318,1
6,146,62,201,160,76,365,22,51,316,3
85,158,64,437,393,83,408,21,32,321,3
281,38,77,451,122,41,229,15,60,22,1
282,84,58,496,194,231,469,9,91,232,5
470,27,94,9,476,486,16,13,33,189,1
71,114,2,491,232,40,155,70,47,209,0
43,23,77,138,35,92,103,10,93,274,1
52,399,68,39,474,340,384,51,98,397,0
452,444,0,186,122,495,71,76,22,371,0
427,436,31,41,185,38,111,24,56,338,3
469,317,80,324,314,388,24,7,7,303,2
366,74,53,38,74,426,20,65,51,299,0
488,42,13,223,60,304,314,3,82,34,1
313,405,59,190,296,279,341,39,89,94,4
335,418,34,120,75,299,83,57,99,419,4
393,359,4,220,492,394,116,93,5,453,3
74,347,48,398,495,404,100,14,33,209,1
256,495,57,148,271,484,196,68,16,60,3
487,491,66,41,13,241,131,1,60,378,5
441,401,97,487,69,145,471,93,70,341,3
473,45,35,36,329,245,305,33,91,237,3
55,98,15,81,193,12,229,47,4,462,2
334,190,50,152,439,209,230,84,0,249,4
209,115,97,286,482,403,374,86,26,118,5
52,104,63,202,70,340,101,55,99,189,0
270,493,5,22,262,419,420,79,34,197,0
86,103,2,389,412,446,441,94,80,110,3
111,438,16,43,8,495,330,29,60,76,3
359,266,41,248,294,179,86,43,32,445,3
429,441,86,382,87,57,15,0,32,58,0
145,478,53,78,252,168,423,34,61,147,3
24,4,37,377,224,300,488,54,13,227,3
136,328,70,242,272,160,115,24,83,57,2
214,349,66,365,324,341,472,59,73,421,2
112,100,17,363,468,103,11,53,64,347,5
316,18,61,453,266,310,169,43,47,214,3
397,166,71,431,376,233,491,77,19,348,3
192,365,34,384,464,261,124,75,2,155,5
340,79,17,115,428,152,319,63,66,133,1
291,379,18,297,180,247,128,28,94,353,4
329,242,10,201,332,56,281,17,58,154,4
240,33,41,468,132,487,459,85,76,316,5
226,131,33,103,301,8,453,3,66,124,1
329,144,1,405,130,418,397,71,88,21,5
324,301,76,223,163,80,360,9,31,323,5
66,346,69,43,222,67,485,16,56,160,3
212,30,73,4,486,4,23,37,49,392,3
232,113,79,78,487,354,111,36,29,40,5
184,499,65,123,175,407,467,91,27,270,4
100,56,55,250,174,459,97,36,38,413,1
309,139,19,158,459,372,375,92,77,247,1
309,17,32,230,79,125,179,36,92,60,5
429,490,95,9,112,218,323,20,56,39,1
304,129,7,426,227,95,76,88,8,281,3
253,462,3,446,231,402,263,89,60,436,1
345,93,38,232,140,104,114,95,65,471,5
345,68,97,43,493,475,225,78,60,216,3
199,284,9,389,272,46,270,79,28,211,2
438,182,65,373,365,229,201,43,75,312,4
367,312,34,343,267,322,461,1,92,360,1
433,268,78,357,35,367,307,98,10,386,0
74,122,30,437,465,53,96,25,89,495,0
77,160,54,379,430,97,95,0,86,268,5
89,367,78,329,318,89,157,14,11,306,5
239,282,8,203,40,234,377,92,3,465,5
178,218,19,397,460,248,67,3,12,145,3
128,302,56,11,32,283,207,82,95,278,0
228,248,51,102,216,461,276,72,41,321,5
88,52,82,233,174,187,396,74,76,87,3
258,160,1,176,86,382,450,90,0,252,3
374,414,24,306,174,51,197,49,0,283,2
258,447,14,477,4,351,196,35,43,81,5
292,221,7,387,477,29,110,71,78,218,0
432,225,76,235,254,147,272,77,49,35,4
321,324,90,455,301,443,70,15,29,150,3
117,458,86,452,0,397,55,22,69,198,5
220,199,11,442,25,414,67,55,56,405,5
452,165,13,455,335,58,113,75,98,393,1
55,327,65,241,185,109,215,10,5,408,4
43,312,83,239,286,178,2,18,19,380,2
317,89,59,362,206,405,255,82,44,196,5
57,451,33,147,54,342,310,11,63,166,2
63,338,77,157,21,124,373,66,7,362,3
100,479,71,4,487,415,212,25,16,318,1
299,83,2,181,10,324,113,58,32,175,4
293,193,37,295,381,197,462,74,63,316,3
5,257,1,261,355,375,74,13,16,236,2
55,250,77,228,206,330,166,42,88,40,3
150,467,77,200,177,467,177,42,71,218,3
48,192,31,188,358,93,265,80,75,282,5
304,428,5,295,362,348,332,19,75,396,1
401,65,20,295,151,112,290,14,11,355,0
164,83,54,189,111,78,392,77,69,118,5
425,307,86,344,337,107,193,29,87,119,5
125,406,81,454,170,340,50,11,35,100,4
74,31,61,175,168,144,414,47,31,459,1
77,59,23,29,383,203,425,41,17,48,5
417,126,39,243,158,263,182,44,2,15,0
65,233,37,411,77,240,63,35,53,142,2
308,347,56,24,433,125,178,1,96,252,5
34,240,3,146,216,226,252,97,37,130,5
101,354,1,370,124,295,224,10,22,250,0
476,457,48,304,426,463,62,20,31,382,2
395,472,21,6,474,169,425,52,42,216,0
55,229,89,395,167,152,237,56,31,342,0
55,185,86,474,125,409,450,23,74,476,5
18,435,82,68,259,174,356,95,95,257,2
98,17,30,423,71,21,75,32,90,71,0
11,293,62,451,378,410,94,33,3,481,4
103,95,84,214,454,452,410,61,24,23,0
70,208,91,239,36,79,115,21,23,394,3
472,36,32,31,450,128,374,95,30,152,5
83,356,88,23,167,102,98,95,94,101,0
343,294,66,496,458,39,299,44,31,498,2
368,298,40,335,436,142,409,91,19,87,5
172,465,29,9,210,86,181,38,32,53,4
277,316,20,218,149,499,455,62,0,93,5
412,107,41,260,196,446,194,49,9,133,3
127,88,17,321,212,116,255,73,32,118,2
321,23,91,78,201,221,381,8,7,110,0
63,302,65,50,171,449,241,79,67,83,5
107,477,53,366,106,137,345,1,3,319,3
5,153,2,63,331,100,365,41,30,2,5
218,433,22,315,372,73,72,77,35,364,4
443,119,78,328,157,225,104,30,22,336,0
314,301,34,67,282,268,403,12,39,409,0
304,294,94,47,55,13,398,61,20,206,1
349,287,40,242,222,432,260,71,25,352,2
104,362,50,497,457,497,435,25,12,49,3
238,16,72,308,37,22,216,67,67,2,3
364,80,92,43,242,38,253,66,27,474,4
321,199,93,222,411,278,418,33,55,390,5
127,398,29,23,140,90,309,23,30,103,1
486,199,87,479,47,259,341,81,56,133,5
402,16,30,7,112,245,82,98,57,75,3
190,295,41,460,272,400,465,54,5,76,1
281,342,91,426,404,245,61,88,82,219,0
117,207,15,14,410,483,336,80,4,318,1
217,244,22,54,114,129,433,92,54,387,5
313,466,46,51,47,208,215,18,73,145,4
287,128,57,341,78,51,24,2,94,360,4
105,355,59,241,404,363,284,43,52,256,1
411,417,0,24,257,54,169,30,91,309,5
460,235,45,15,400,185,288,50,13,214,1
231,140,55,326,202,121,367,91,88,209,1
141,309,50,460,491,336,63,69,6,372,2
105,377,94,358,68,490,462,53,63,382,1
208,447,98,287,173,327,450,86,51,240,2
221,439,31,195,161,415,165,40,53,12,4
395,448,34,82,473,304,305,39,33,409,3
479,167,45,332,55,19,475,38,31,347,4
224,352,62,245,19,143,298,61,71,325,2
388,159,12,337,495,5,193,59,80,458,2
57,110,37,228,408,122,99,87,28,482,4
208,51,6,57,400,414,24,12,98,127,5
136,100,54,451,203,274,33,58,45,340,1
207,71,14,94,141,258,475,15,69,377,4
235,182,39,397,213,394,318,90,86,356,3
228,379,74,217,259,45,296,38,69,159,3
335,22,6,475,112,392,433,27,62,20,4
203,304,69,358,78,498,10,15,8,383,0
246,226,74,80,236,259,17,12,47,381,5
265,299,47,435,46,341,164,28,90,201,0
264,251,72,56,490,215,115,80,23,246,2
406,320,19,250,423,445,213,33,12,434,4
191,466,9,122,173,303,421,90,77,73,5
441,311,77,467,485,270,199,83,76,340,4
14,482,81,390,156,156,21,8,40,486,4
483,119,85,443,148,342,460,21,48,305,1
451,50,62,36,282,65,238,36,62,494,5
19,381,3,178,163,432,263,63,30,23,4
387,454,37,307,271,324,168,88,83,320,5
138,323,22,164,303,194,318,1,93,73,2
168,84,74,416,398,412,392,70,2,181,1
441,458,1,239,363,317,191,35,49,94,5
44,499,69,307,122,270,259,68,69,75,3
345,346,5,71,221,271,281,17,88,225,3
380,68,92,228,334,265,493,27,54,412,4
380,193,11,415,246,296,76,90,85,183,0
202,263,68,441,451,403,324,30,42,299,3
9,116,59,264,165,97,485,23,54,226,1
251,396,27,7,306,292,79,44,57,481,4
170,87,89,296,295,363,421,8,21,410,5
144,173,48,5,95,34,56,96,73,82,4
217,451,54,44,432,361,421,68,33,180,2
165,29,7,367,192,132,120,22,33,25,2
260,198,86,90,474,236,364,5,79,51,2
61,493,25,94,64,177,176,22,44,279,5
209,263,2,364,115,469,176,39,80,65,2
276,236,8,464,196,465,166,85,32,110,5
252,68,61,419,112,434,27,15,26,14,1
182,254,33,88,443,28,90,84,55,162,3
438,344,57,104,324,213,93,44,73,487,1
191,78,76,39,445,491,354,62,49,393,3
65,68,93,386,231,93,112,92,3,454,3
58,173,35,393,308,372,476,47,56,458,5
465,66,38,231,333,327,212,92,22,459,0
236,156,16,87,381,333,44,17,87,157,1
212,218,95,348,47,421,193,89,93,366,2
353,341,48,135,252,440,499,16,78,348,3
195,44,33,460,286,43,48,25,40,481,2
330,12,58,219,301,94,303,16,92,188,3
122,372,27,124,25,66,333,54,80,48,2
8,290,82,106,289,244,191,73,86,374,3
468,358,78,67,472,144,258,8,92,463,0
44,302,59,188,456,114,435,42,91,207,3
316,86,67,121,241,128,462,25,3,351,5
385,53,2,271,70,92,40,31,37,222,2
409,372,93,441,379,356,392,63,36,158,5
106,293,33,274,57,121,120,86,25,377,4
225,236,74,473,187,69,71,73,19,170,0
90,336,68,133,222,351,338,90,23,144,5
324,1,61,327,338,283,189,38,91,496,2
84,371,41,105,134,39,11,66,20,54,0
85,303,6,415,186,215,447,2,55,98,4
10,276,83,152,85,286,239,25,30,114,5
152,400,3,473,341,79,124,94,67,23,1
383,241,38,192,290,463,226,34,16,401,1
23,460,20,304,69,150,148,0,87,377,2
475,332,25,236,110,16,305,35,46,118,4
299,32,15,110,481,416,18,47,7,203,4
209,0,36,255,446,57,487,40,27,79,5
191,211,57,313,257,195,86,36,30,253,5
279,413,83,463,409,9,324,0,65,328,2
14,330,36,40,60,298,422,35,47,464,0
135,309,38,330,434,312,133,8,51,250,4
175,372,15,146,95,318,337,81,5,272,2
35,49,66,337,249,281,246,26,41,11,1
203,59,64,497,339,441,81,25,79,276,2
315,473,64,95,113,475,80,43,38,465,1
241,186,71,402,201,225,483,51,21,66,3
215,139,42,225,206,145,0,89,51,44,1
357,141,68,246,424,117,386,15,54,346,3
42,179,77,172,472,333,35,79,77,191,4
152,159,88,132,452,106,335,68,53,479,4
48,111,76,372,370,327,458,1,89,3,5
190,354,59,348,418,109,272,40,39,393,3
26,295,11,329,365,64,218,63,76,269,4
406,340,60,301,290,351,381,76,71,318,5
257,38,49,65,170,80,326,70,60,382,1
97,68,43,410,126,332,277,96,87,389,5
473,280,27,472,186,363,434,77,36,202,4
390,425,76,179,280,145,270,98,62,84,5
13,297,46,175,292,272,9,56,39,197,1
168,467,27,388,238,39,352,89,81,28,0
233,27,16,411,130,470,158,77,19,359,1
447,192,89,277,68,439,382,61,25,415,4
282,334,29,251,213,390,51,9,58,352,5
298,323,92,84,322,495,218,24,13,97,0
97,414,7,314,148,413,178,53,38,26,3
238,85,82,317,262,344,232,76,42,183,0
170,495,86,169,390,128,191,25,75,210,3
253,78,64,8,387,148,267,82,65,14,1
105,388,78,237,36,120,346,54,31,491,3
89,380,12,90,264,53,42,88,73,146,4
210,223,68,488,140,208,490,92,88,406,1
368,42,80,370,270,65,403,81,51,436,5
69,224,44,98,156,437,375,42,61,489,4
260,479,43,80,351,79,106,63,79,38,0
294,183,87,200,452,311,339,0,54,406,2
167,423,59,369,60,5,192,28,9,267,1
54,376,43,77,135,72,71,5,57,283,2
187,238,43,33,286,315,73,74,35,182,3
426,322,11,35,373,276,174,25,23,161,0
9,77,60,439,64,114,497,55,57,294,5
109,303,98,97,334,395,431,14,77,52,4
60,321,13,240,60,499,208,63,55,351,1
136,140,37,229,187,136,77,63,42,339,2
389,456,74,239,341,187,143,36,94,10,5
66,394,58,382,487,395,492,95,18,260,0
436,342,85,415,351,496,195,27,59,55,5
315,165,52,354,151,225,483,85,58,151,5
279,210,9,370,142,289,451,62,12,243,5
451,50,41,215,411,229,394,74,11,61,4
26,128,92,493,37,233,263,44,44,192,5
289,387,29,464,395,211,72,38,11,484,0
64,422,23,140,273,357,373,87,20,18,4
444,456,38,269,149,328,490,89,98,245,4
326,223,23,297,132,364,357,84,12,359,0
213,390,76,441,35,123,283,36,8,9,3
221,156,74,350,36,50,356,49,3,125,2
369,276,95,73,45,231,367,44,2,78,2
149,253,62,153,246,247,94,22,6,363,0
374,268,37,431,388,370,435,25,87,255,1
479,456,85,474,398,170,176,62,8,209,1
156,263,69,343,145,305,118,62,31,43,5
408,156,62,387,419,190,208,32,46,425,1
142,220,87,476,261,158,379,76,46,152,4
235,325,4,346,406,24,48,48,84,112,1
165,85,31,24,140,329,447,24,30,82,4
419,198,54,302,407,14,166,80,62,486,3
418,403,29,221,243,285,26,76,2,170,3
403,414,2,448,268,63,423,88,27,356,2
480,218,20,486,476,45,110,1,8,480,0
353,64,96,228,450,483,119,54,38,92,0
236,374,46,183,287,133,455,11,1,375,2
322,183,81,149,353,323,264,46,84,261,4
303,430,70,327,319,248,157,39,91,187,0
264,440,34,297,130,469,381,23,83,301,1
256,161,86,240,478,119,305,47,33,1,5
449,326,52,265,344,295,372,69,39,87,1
312,306,55,396,320,152,148,71,52,229,1
290,280,25,454,171,99,287,13,68,225,4
58,97,94,278,476,480,494,53,18,258,1
153,118,6,208,386,433,108,43,41,417,1
454,367,87,136,80,403,96,88,57,214,0
120,179,70,465,211,448,144,54,14,379,0
296,370,34,372,384,222,152,30,1,291,1
267,314,66,149,488,367,61,30,45,275,4
148,19,38,213,188,302,210,89,4,262,0
72,358,49,222,135,482,156,81,37,322,4
188,467,59,17,493,60,204,54,90,104,0
340,433,49,402,49,431,155,40,19,407,4
333,290,73,312,223,295,84,55,59,486,0
405,3,34,147,126,232,499,47,21,430,4
191,14,4,305,115,232,149,60,80,297,0
473,40,98,490,199,254,112,58,11,11,2
302,53,49,356,40,329,143,7,98,90,2
132,33,74,261,264,399,307,21,7,362,2
215,185,58,239,11,317,316,83,63,476,4
456,162,56,81,353,406,303,24,19,83,3
136,372,3,59,464,371,139,4,83,396,0
407,443,4,394,452,244,158,47,37,412,3
64,308,44,353,284,30,57,98,81,180,4
97,7,0,82,462,23,139,7,82,297,4
55,91,7,447,494,241,65,49,91,254,3
309,279,53,317,280,226,131,63,92,456,4
340,4,49,120,63,145,209,1,35,217,3
263,419,92,88,156,365,468,56,8,199,4
389,245,55,245,243,197,74,63,6,22,2
